date,text,retweet_count,favorite_count,reply
2021-07-13 13:52:58,"b'@lecwah1 @Annie447 @JosiahLorusso @CAOMercySGF @MercySGF I am glad you survived but three of my college classmates did not after getting COVID. I wish the vaccine had been widely available for them. I went to college in Springfield, have friends there. I am concerned. 99% dying of Covid are unvaccinated.\nhttps://t.co/C5jpauQ0UJ'",0,1,1
2021-07-13 13:52:48,b'Getting caught up on childhood vaccinations is especially important if this young person will move into a college residence. All colleges require 2 doses of varicella and the young adult might also need the meningitis vaccine. \n\nFind a clinic near you at https://t.co/09sXHAh7wZ',0,3,1
2021-07-13 13:39:39,"b'https://t.co/8m4CCMYsRX via @KHOU \nDr. Peter Hotez, a national vaccine expert with the Baylor College of Medicine, said numbers are already going up in Louisiana, Mississippi and Florida. Hes closely watching East Texas and the Texas Panhandle, where vaccination numbers are low.'",0,0,0
2021-07-13 13:25:08,b'North Central College will not require vaccines for students who plan to attend in-person classes starting this fall.  https://t.co/hIpWrLbwhD',0,4,0
2021-07-13 13:15:08,"b""North Central College won't required COVID-19 vaccine https://t.co/q2jIziECPz https://t.co/XcJ7fnttrQ""",0,7,0
2021-07-13 13:09:57,b'@rtenews have young people not been through enough with the leaving cert and no college and now we can work in a restaurant but cant get food because we cant get the vaccine',0,0,1
2021-07-13 13:05:49,"b'Sputnik-V vaccine  is now available at BLDE (DU), SHRI B M PATIL MEDICAL COLLEGE HOSPITAL &amp; RESEARCH CENTRE.\n\n# #sputnikv https://t.co/oJ5SjrgKjv'",0,2,0
2021-07-13 12:54:51,b'This is obviously INCREDIBLY rare. My wife is an NP and one of the girls that we went to college with got GBS from the normal flu vaccine a few years back. This happens every year in a minuscule percentage of people with vaccinations. https://t.co/bXIIk4Uhvz',0,1,0
2021-07-13 12:41:18,b'@ju_brea @rtenews This already shows this vaccine is a flook. I agree with your statement. My perants are telling me if i want to  go to college or compete in my athletics competition. I have to take the vaccine.\n\nThis is by far discrimination.',0,1,1
2021-07-13 12:41:02,"b'@JasonSCampbell I am ashamed that a professor of medicine at @TAMU, a premiere Texas College, would stand on a public broadcast and support this type of vaccine rhetoric. Such a disgrace.'",0,0,1
2021-07-13 12:38:25,"b""@rtenews My foster parents are telling me if i want to go to college and compete this weekend in athletics.\n\n i have to take the stupid vaccine. \nWhat should i do. I don't want to take it. \n\nThis is discrimination and the hole world should know this""",0,1,1
2021-07-13 12:30:16,b'@metromorning Bravo to Seneca College for their responsible vaccine stance. The interview was over the top with buts and the what ifs. Hopefully CBC will encourage everyone to become vaccinated.',0,0,0
2021-07-13 12:26:01,"b""@mysef_and_I @rtenews @DonnellyStephen Is it true that unvaccinated people can't go to places like college sports competition shops etc. Because my foster dad is telling me if i want to go to competition i gotta take the vaccine. I don't even want it in my body! What should i do?""",0,0,1
2021-07-13 12:09:57,"b'@SteffenCoonan @mark_melbin @zoeharcombe @Andy_In_The_UK Vaccine passports have already been a thing, kinda. In the US, most public schools require proofs of vaccinations or doctors waver.\n\nEven when I moved onto a college campus, I had to prove I had all the necessary shots and boosters.'",0,1,1
2021-07-13 12:07:44,b'Boston College faces fury over vaccine exemptions denied over abortion link\nhttps://t.co/OcYFPshMZI',0,0,0
2021-07-13 12:00:02,"b""Come get your vaccine at King's College in Cambridge this weekend, any time between 10am and 6pm. No appointment necessary; just walk in to get your jab.\n\nIf you had your first dose of Pfizer or AstraZeneca at least 8 weeks ago, you can get your second dose here!\n#TheVaccinators https://t.co/juAoRcpgfv""",2,3,0
2021-07-13 11:51:50,"b'Pincode: 560054\nCOVAXIN - Dose 2: 25 slots\n\nAge: 18  - 44 \nDate: 14 Jul 2021\nFees: 1200\nM S RAMAIAH MEDICAL COLLEGE-C1, West - BBMP\n\n#CoWIN #IndiaFightsCorona #COVID19 #Vaccine #cowinblore1844 #BBMP #COVAXIN'",0,0,0
2021-07-13 11:51:46,"b'Pincode: 560054\nCOVAXIN - Dose 1: 25 slots\n\nAge: 18  - 44 \nDate: 14 Jul 2021\nFees: 1200\nM S RAMAIAH MEDICAL COLLEGE-C1, West - BBMP\n\n#CoWIN #IndiaFightsCorona #COVID19 #Vaccine #cowinblore1844 #BBMP #COVAXIN'",0,0,0
2021-07-13 11:51:42,"b'BC faces fury over denied exemptions, assert Francis states Catholics are obliged to submit to human medical experimentation from HEK-293 tainted interventions https://t.co/rCZGkRLfdM'",0,1,0
2021-07-13 11:44:27,"b""@LukeColeman89 @WalshAntoinette @Poshey_Official @adriancummins @RAI_ie The same group that were asked to sacrifice school, college and all social interaction to help protect the vulnerable are now being told the vulnerable can carry on with their life and you again must stay at home because we haven't got any vaccine for you yet""",0,0,1
2021-07-13 11:31:56,"b'To tarnish clear-thinking young adults reputations, MSM have been pejoratively associating 18- to 34-year-olds (Gen-Zers and Millennials) who refuse the COVID injections with 1960s-era draft dodgers, calling them Americas biggest vaccine-dodgers.\n\nhttps://t.co/4SZuFWUuhK'",0,0,0
2021-07-13 11:28:50,"b'Article in @nytimes includes comments by Steven Black, MD, emeritus professor of pediatrics, @uofcincy College of Medicine and @Cincychildrens. https://t.co/h2u8KWr3E9'",0,0,0
2021-07-13 11:28:21,"b'Took the second dose of COVID-19 vaccine (Covishield) along with my wife Smti Kamini Senarpi and my colleagues Shri Mongol Sing Timung EM,KAAC at Diphu Medical College &amp; Hospital,Diphu. https://t.co/nXfZHni3Jb'",1,1,0
2021-07-13 11:12:00,"b""#DYK Right now, there's no evidence that getting a COVID-19 vaccine causes any breastfeeding safety concerns. The American College of Obstetricians and Gynecologists recommends that pregnant and breastfeeding women should be offered the vaccine when they're eligible. https://t.co/7g7Lj9pjLJ""",0,1,0
2021-07-13 11:06:55,"b""@johndavid61205 @TMzedg info from several 3, or 5 anonymous sources!\n\nafter Nov 3, 2020 the liberal-progressive-democrat/msm/rino-hollywood-college professors communist party directed the vaccine creators 2 alter the vaccine(s) w/an R or D so the doc's would know who 2 give what vaccine 2! my opinion!!!""",0,0,1
2021-07-13 10:59:33,"b'@AFCAMDEN @AGWr1ght @stevejon38 @HSJEditor Sure, except: \n\n1. 5 minutes on Twitter tells me theres many folk who will not get the vaccine.\n\n2. There are vulnerable people out there who have not been vaccinated. Maybe they are 17 years old and working in a shop, or 19 years old and getting the bus to college.'",0,0,1
2021-07-13 10:56:37,"b'@RepKinzinger I ask you again, should Covid recovered college students be required to take the vaccine???'",1,0,0
2021-07-13 10:12:45,"b'the liberal-progressive-democrat/msm/rino-hollywood-college professors communist party over-played their hand w/the virus, now the lib-prog-dem/msm/rino-hollywood-college prof communist party R overplaying the vaccine(s)!\n\nown the gop locally/state-wide!\n\nhttps://t.co/cs2I22J88k'",0,0,0
2021-07-13 09:57:00,b' Vax Flax\n\nParents livid over morals of Boston College shot policy\n@joedwinellhttps://t.co/uyeLEFkcRw\n\n#frontpagestoday #BostonHerald #USA https://t.co/4Yf0R7UujL',0,0,0
2021-07-13 09:55:34,b'CWN: Boston College faces fury over denied vaccine exemptions (Boston Herald) https://t.co/AaJlUIfrFS',1,0,0
2021-07-13 09:52:24,b'@Totty_McGee Pssst...Totty...\nhttps://t.co/z8V6BqN4g0',0,0,1
2021-07-13 09:34:56,"b'Vaccine appointments are available at\n\nWalgreens/Duane Reade (Moderna)\n14-01 College Point Boulevard, Queens, NY, 11356\n(800) 925-4733\n\nhttps://t.co/I6lBYHEO8V'",0,0,0
2021-07-13 09:21:40,"b""The preprint study from Baylor College of Medicine found that only one person who'd gotten an Indian-made vaccine, Covaxin, died after attending the 92-person wedding near Houston.\n\nhttps://t.co/U1iAw9kMf1""",1,1,0
2021-07-13 09:18:45,"b'200,000 a day...... some areas have already hit their peaks and are coming down. We have always seen this. Nearly 50% of cases are in school/ college / uni aged. This will plummet in August. So there would have to be mass increase in older if there is then its vaccine failure. https://t.co/zfDJDzjTGA https://t.co/wNWtZcahaV'",2,7,0
2021-07-13 08:57:38,b'College Students Reject COVID Vaccine Mandates  By Voting With Their Dollars\n\nhttps://t.co/4SZuFWUuhK',0,0,0
2021-07-13 08:52:08,"b'An error: health department says Sydney private school students given Pfizer vaccine by mistake https://t.co/UU76fs2CBO \nNews story from The Guardian on 6th July, 2021.'",2,1,0
2021-07-13 08:38:45,"b'Pat Cullen, the Royal College of Nursings acting chief executive, said whencases were rising across the UK, we must not lose the benefits of a successful vaccine programme to rash decisions.\n https://t.co/23UANyS0zJ'",1,1,1
2021-07-13 08:21:24,b'For @Ghows to suggest some small scale studies is to put it mildly trivialising &amp; inappropriate.\nA preclinical trial of mixed vaccine (AZ-mRNA Imperial College) schedule in animals showed better immunity than same-same vaccine schedule\n\nhttps://t.co/ADTLeGNkMx',3,13,1
2021-07-13 08:20:45,"b' Age 18+ and not had your first vaccine? \n\n 8 weeks or more since your first vaccine?\n\nPop in to one of our drop-in clinics.  Running everyday, including weekends, from 8:30am-7.00pm until Sunday 18th July at Forth Valley Colleges Falkirk, Stirling and Alloa campuses  https://t.co/bww9vBseDl'",8,4,0
2021-07-13 08:11:39,b'Staff from the college received Vaccine today! https://t.co/EkxRMVVNzA',0,2,0
2021-07-13 08:00:55,"b'You can find all details of all walk in vaccination clinics in Bristol, North Somerset and South Gloucestershire (BNSSG), including UWE Frenchay Campus on https://t.co/RfxTJvbnC8 or alternatively https://t.co/OILwoAwhAP). These webpages are live and continually updated.'",1,3,0
2021-07-13 07:27:47,"b'No changes planned for University of Missouri, Columbia College amid COVID-19 surge - Columbia Daily Tribune https://t.co/lNZLAzEoKD'",0,0,0
2021-07-13 07:01:23,"b'Experts from the Royal College of Obstetricians and Gynaecology say that most people who menstruate experience changes in their cycles, so the fact this is happening after the #vaccine could be by chance.\n\nRead more: https://t.co/I3426yWA1G\n\n#COVID19 @RCObsGyn | @LoisPBarker https://t.co/IYUP2cbyBr'",0,0,0
2021-07-13 06:40:40,b'@JenniferSey I will never forget pols shutting down HS and college sports because of rare cases of myocarditis with Covid in athletes. Now they want to shove a vaccine known to cause elevated risk of myocarditis on my son. Its all lies and I do not trust them AT ALL.',0,1,1
2021-07-13 06:20:51,"b'@AngryInAGoodWay @BoomerWilkinson @realTuckFrumper No\n\nDumb assed nurses are\n\nI literally know 2 RNs who work for Duke\n\nOne went to Community college the other to UNC-Chapel hill to get their RN degrees\n\nGuess which one STILL thinks Covid is hoax &amp; vaccine is dangerous &amp; the other knows the facts\n\nYea, UNC girl thinks its a hoax'",0,7,1
2021-07-13 06:13:54,"b'@mrtjakarta hey Admin, could ypu please answer me? Regarding to my vaccination I need to use the MRT, is it fine to show my Vaccine Invitation? Since Im a college student, I dont work and I cant ask for the STRP thing.. Hope to hear from you soon'",0,0,0
2021-07-13 06:02:31,b'@AsianetNewsSN @MoHFW_INDIA @narendramodi Each time we visit vaccination centre in Karnataka they say we are giving vaccine only to College Students. Very frustrating to aproach again and again',0,0,1
2021-07-13 05:14:28,"b""Nagaon College Covid Vaccine Centre does'nt h v proper vaccination Management system. Taking Que for RAT Test Again que for registration again que for vaccination. No social distancing followed. @dc_nagaon @NagaonNhm @aranyaksaikia \nPlease make a proper management system https://t.co/jyXit6aO9R""",0,1,0
2021-07-13 05:10:24,"b'.@FrDaveNix they are known as Barely Catholic sad to say! But for folks out there looking for a faithful Catholic college, @avemariauniv outside Naples Florida has NOT mandated such an invasive violation of our bodies with an experimental &amp; dangerous vaccine, just to attend! https://t.co/NYrWIzunUz'",0,0,0
2021-07-13 04:58:32,"b'Dr.Midhun K S, NSS Programme Officer of Sree Krishna College, Guruvayur taking first dose of covid vaccine at Amrita Institute of Medical Science, Kochi https://t.co/quzdVlye2B'",0,0,0
2021-07-13 04:49:37,"b'@Alexander_Tin @JNJNews @JanssenUS @US_FDA My son mandated to get vaccine despite having had COVID/ pos.antibodies.His med exemption refused by college based on CDC ""guidance"" to vaccinate despite immunity. His dad has MS (similar autoimmune dz to Guillain-Barre)Concerned about myocarditis so got J and J instead. 1 wk out'",0,3,1
2021-07-13 04:40:52,"b'@DCEastSinghbhum @HemantSorenJMM @JharkhandCMO @NHM_JHARKHAND @PRDJSR MGM, college, Donna:- In the morning itself total quota booked. Please release more vaccine for 2nd Dose in MGM COLLEGE.\n'",0,0,1
2021-07-13 04:39:21,"b'@NFIDvaccines My son mandated to get vaccine despite having had COVID/ pos.antibodies.His med exemption refused by college based on CDC ""guidance"" to vaccinate despite immunity. His dad has MS (similar autoimmune dz to Guillain-Barre)Concerned about myocarditis so got J and J. One week out.'",0,0,1
2021-07-13 04:33:40,"b'The LocalSKIM for Monday, July 13 https://t.co/L7S8wfNvn7 \n\n Downtown fire investigation continues\n College students need vaccinations\n Lack of vaccine closes clinic\n\nRead all about it at https://t.co/clAKyVVlP9\n\n#StCatharines #Niagara #Welland #NiagaraFalls #FortErie https://t.co/LQv857bP6V'",0,0,0
2021-07-13 03:53:31,b'@dc_nagaon @NagaonNhm @diprnagaon @aranyaksaikia \nNo proper Covid vaccine management. No social distancing . All 1st dose and 2nd Dose covid vaccine together.\nPlease Make Proper system in Nagaon College CVC . https://t.co/TaP6MA6ZUJ',0,0,0
2021-07-13 03:37:17,"b'Pierce College is participating in the state-wide vaccine incentive program for college students. Eligible students will be entered into a drawing to win a $1,000 scholarship! Find all the details here: https://t.co/y29toF3y8G https://t.co/y2PtTYf4nb'",0,0,0
2021-07-13 03:30:52,"b'@eliowa @mikejohansenmd Whats going to happen on college campuses? Especially in Iowa where mask mandates are illegal, no social distancing and no vaccine mandates. College kids engage in very high-risk behaviors. They did in 2020. It will be worse this yearand there are no protections.'",0,1,1
2021-07-13 03:04:15,b'@DailyMail I would take a gap-year if I were in university until vaccine mandated were dropped and then realize a college degree just might not be the key to success in my future.',0,3,1
2021-07-13 02:52:39,"b""19-Year-Old College Freshman Dies From Heart Problem One Month After Second Dose of Moderna Vaccine  Children's Health Defense https://t.co/oeOvi5ZXmt""",0,0,0
2021-07-13 02:45:04,b'Northwestern University student appears to have died from heart inflammation linked to COVID vaccine | The College Fix https://t.co/sLOiwFnosh',0,0,0
2021-07-13 02:37:51,"b'@MarkSlapinski @CDCgov @WHO Look at how the narrative is changing, We went from anyone who wants one, to do it or else.\n\nCollege and University before covid was talked about as right that everyone should have access to, now its we are debating that if you need to have the vaccine to worthy enough.'",0,0,1
2021-07-13 02:19:23,b'Jesuits genuflect 2 Big Pharma. https://t.co/SpzcjP05XM',33,89,0
2021-07-13 01:50:51,"b'No changes planned for University of Missouri, Columbia College amid COVID-19 surge https://t.co/hxb9KNBJRa via @columbiatribune'",0,0,0
