date,text,retweet_count,favorite_count,reply 
2021-06-21 23:26:10,"b'Dr. Peter McCullough is Professor of Medicine, Texas A &amp; M College of Medicine, and is an international authority on the evaluation of medical evidence. He has stated publicly that he cannot recommend the vaxxes based on all current safety data. Watch. https://t.co/HwrTHuuxLH'",28,42,0
2021-06-21 23:17:56,b'19-Year-Old College Freshman Dies From Heart Problem One Month After Second Dose of Moderna Vaccine https://t.co/dKvMzLcAYO',0,0,0
2021-06-21 23:15:39,b'Medgar Evers College\nUniversity at Buffalo South Campus\nSUNY Old Westbury\nRochester Dome Arena\nSUNY Orange\nThe Conference Center Niagara Falls\nPlattsburgh International Airport\nQueensbury Aviation Mall\nStony Brook\nhttps://t.co/3ik10TYj1K\n#NYS #Vaccine',0,0,1
2021-06-21 23:15:13,"b""City College of San Francisco's take on the vaccine requirement debate. Plans continue to be around offering partial in-person classes, about 30 percent in the fall\n\nFull discussion to occur at Board of Trustees Thurs at 3pm, PSA https://t.co/ukw3ZVd66f https://t.co/JGXoe1UD9g""",0,1,0
2021-06-21 23:07:58,"b'Requiring COVID-19 vaccinations ""would not reflect PCCs institutional values of equity, inclusion and belonging, Portland Community College officials said in a statement.\nhttps://t.co/cDX3Ta5sVx'",7,26,0
2021-06-21 23:00:53,b'Medgar Evers College\nUniversity at Buffalo South Campus\nSUNY Old Westbury\nRochester Dome Arena\nSUNY Orange\nThe Conference Center Niagara Falls\nPlattsburgh International Airport\nQueensbury Aviation Mall\nStony Brook\nhttps://t.co/3ik10TYj1K\n#NYS #Vaccine',0,0,1
2021-06-21 23:00:01,"b'Leaders in higher education last week related how colleges coped with a rough year of online learning and vaccine distribution amid the pandemic, during a hearing before the U.S. Senate Health, Education, Labor and Pensions committee.\n\nhttps://t.co/8EqwWDfEpu'",2,0,0
2021-06-21 22:45:04,b'Medgar Evers College\nUniversity at Buffalo South Campus\nSUNY Old Westbury\nRochester Dome Arena\nSUNY Orange\nThe Conference Center Niagara Falls\nPlattsburgh International Airport\nQueensbury Aviation Mall\nStony Brook\nhttps://t.co/3ik10TYj1K\n#NYS #Vaccine',0,0,1
2021-06-21 22:44:11,"b'Vaccine appointments are available at\n\nNYS-FEMA Medgar Evers College (J&amp;J)\n231 Crown Street, Brooklyn, NY, 11225\n(833) 697-4829\n\nhttps://t.co/AtYZfHveOS'",0,0,0
2021-06-21 22:31:52,"b'Absurd. When I went to college I had to get a meningitis vaccine and I did so without complaint, and there wasnt a global meningitis pandemic at the time either. https://t.co/r9CVHFjJmB'",0,7,0
2021-06-21 22:30:04,b'Medgar Evers College\nUniversity at Buffalo South Campus\nSUNY Old Westbury\nRochester Dome Arena\nSUNY Orange\nThe Conference Center Niagara Falls\nPlattsburgh International Airport\nQueensbury Aviation Mall\nStony Brook\nhttps://t.co/3ik10TYj1K\n#NYS #Vaccine',0,0,1
2021-06-21 22:22:04,"b'While most Oregon universities will require staff and students to be vaccinated before returning to campus for fall term, Portland Community College will not. https://t.co/4oIfxsHUjM'",0,2,0
2021-06-21 22:18:09,"b'While several Oregon universities will require staff and students to have a COVID-19 vaccine before fall, @PortlandCC will not. The college cites vaccine hesitancy/access among BIPOC groups and already high immunization rate among staff/students.\nhttps://t.co/KfoCwfjqp7'",0,0,0
2021-06-21 22:17:00,"b'Previously, the clinic was open five days per week  Tuesdays through Saturdays  from 11 a.m. to 7 p.m. #Fox47Madison https://t.co/cr76PEhpe8'",0,0,0
2021-06-21 22:15:15,b'Medgar Evers College\nUniversity at Buffalo South Campus\nSUNY Old Westbury\nRochester Dome Arena\nSUNY Orange\nThe Conference Center Niagara Falls\nPlattsburgh International Airport\nQueensbury Aviation Mall\nStony Brook\nhttps://t.co/3ik10TYj1K\n#NYS #Vaccine',0,0,1
2021-06-21 22:12:01,"b'To all CSU community members and their families: #WeCanDoThis. We can keep each other safe by taking the #COVIDCollegeChallenge pledge and getting the COVID-19 vaccine.\n\nFor COVID-19 facts and vaccine scheduling, visit https://t.co/6tCe7gKVjj. https://t.co/3qBL3otZs2'",8,19,0
2021-06-21 22:09:35,b'Scholarships being offered by Massachusetts community college for getting COVID vaccine https://t.co/1Depom8w5y',1,0,0
2021-06-21 22:08:33,b'@rattanwarrior @LMelvin2154 @shannonrwatts @MeghanMcCain Coercion is not a proper choice. My daughter is being told she can not attend a college this fall she was accepted to unless she has the vaccine. Coercion - the practice of persuading someone to do something by using force or threat.',0,1,1
2021-06-21 22:06:27,"b'@aharlan41 @CoyoteTruth1 @RobertKennedyJr Just like.............every other virus. A recovery rate of 99.8% should NOT warrant or excuse pushing an experimental vaccine on anyone, let alone a college aged kid or younger.'",0,9,1
2021-06-21 22:06:00,"b'In my own family: daughter, husband &amp; both kids have no vaccine. Another daughter &amp; husband no vaccine. And they are college educated!!  https://t.co/gdgH27NIWj'",0,0,0
2021-06-21 22:00:21,b'Medgar Evers College\nUniversity at Buffalo South Campus\nSUNY Old Westbury\nRochester Dome Arena\nSUNY Orange\nThe Conference Center Niagara Falls\nPlattsburgh International Airport\nQueensbury Aviation Mall\nStony Brook\nhttps://t.co/3ik10TYj1K\n#NYS #Vaccine',0,0,1
2021-06-21 21:45:27,b'Medgar Evers College\nUniversity at Buffalo South Campus\nSUNY Old Westbury\nRochester Dome Arena\nSUNY Orange\nThe Conference Center Niagara Falls\nPlattsburgh International Airport\nQueensbury Aviation Mall\nStony Brook\nhttps://t.co/3ik10TYj1K\n#NYS #Vaccine',0,0,1
2021-06-21 21:42:04,b'@VaxFactsCA @GovofCO Because you can still get it again and spread it again so get vaccinated. No vaccine no college. Period.',0,0,1
2021-06-21 21:30:39,b'Medgar Evers College\nUniversity at Buffalo South Campus\nSUNY Old Westbury\nRochester Dome Arena\nSUNY Orange\nThe Conference Center Niagara Falls\nPlattsburgh International Airport\nQueensbury Aviation Mall\nStony Brook\nhttps://t.co/3ik10TYj1K\n#NYS #Vaccine',0,0,1
2021-06-21 21:30:00,b'The Navajo Nations Din College has joined the White Houses COVID-19 College Challenge thats part of President Joe Bidens effort to reach a 70% nationwide vaccination goal by July 4. @rociohzz reports. \n\nhttps://t.co/U8YXpj3IaQ',0,1,0
2021-06-21 21:29:08,b'Exclusive: College Athlete Who Recovered From COVID Facing Very Different Future After Second Dose of Pfizer https://t.co/RjC7Iyo0bk',0,0,0
2021-06-21 21:26:22,"b'@Ribky @J_KimbleDetect @kdoepp22 @Bease11 Wrong!! Its headed towards: you cant enter a concert, or cant work, or cant travel on a plane, or go to college without a vaccine!!! That is NOT choice! Pretty soon, one wont be able to enter a grocery store or buy food without a Covid jab!  This is tyranny. Nazi tyranny!!!'",0,1,1
2021-06-21 21:19:57,b'Exclusive: College Athlete Who Recovered From COVID Facing Very Different Future After Second Dose of Pfizer https://t.co/IeE4MWkqGu',0,0,0
2021-06-21 21:18:24,"b'Vaccine appointments are available at\n\nNYS-FEMA Medgar Evers College (J&amp;J)\n231 Crown Street, Brooklyn, NY, 11225\n(833) 697-4829\n\nhttps://t.co/1fIXcepZDp'",0,0,0
2021-06-21 21:15:49,b'Medgar Evers College\nUniversity at Buffalo South Campus\nSUNY Old Westbury\nRochester Dome Arena\nSUNY Orange\nThe Conference Center Niagara Falls\nPlattsburgh International Airport\nQueensbury Aviation Mall\nStony Brook\nhttps://t.co/3ik10TYj1K\n#NYS #Vaccine',0,0,1
2021-06-21 21:00:57,b'Medgar Evers College\nUniversity at Buffalo South Campus\nSUNY Old Westbury\nRochester Dome Arena\nSUNY Orange\nThe Conference Center Niagara Falls\nPlattsburgh International Airport\nQueensbury Aviation Mall\nStony Brook\nhttps://t.co/3ik10TYj1K\n#NYS #Vaccine',0,0,1
2021-06-21 20:46:03,b'Medgar Evers College\nUniversity at Buffalo South Campus\nSUNY Old Westbury\nRochester Dome Arena\nSUNY Orange\nThe Conference Center Niagara Falls\nPlattsburgh International Airport\nQueensbury Aviation Mall\nStony Brook\nhttps://t.co/3ik10TYj1K\n#NYS #Vaccine',0,0,1
2021-06-21 20:34:02,"b""@jwgain01 @aetiology COVID also causes myocarditis - so for me it's a question of choosing the least risk (which is the vaccine). https://t.co/L22EsIBH9W""",0,0,1
2021-06-21 20:33:57,b'Anyone who receives a vaccine will be invited to come back in three or four weeks to receive their second dose.\n\nSee more about the @SantaFeCollege covid protocols for Summer B and Fall terms. https://t.co/79aUq07Hzw\n\nMore information: https://t.co/lN0GgXl007',0,0,1
2021-06-21 20:32:39,"b'Vaccine challenges, laid bare at U.S. Senate Health, Education, Labor and Pensions hearings.\n@ArianaLFigueroa https://t.co/YJIWd6Cle5'",0,0,0
2021-06-21 20:31:51,"b""I have college tomorrow and the vaccine has made me cold so I'll see you all in the morning. Goodnight. Love the void x https://t.co/fMDuM3EoRF""",0,9,0
2021-06-21 20:30:48,b'Medgar Evers College\nUniversity at Buffalo South Campus\nSUNY Old Westbury\nRochester Dome Arena\nSUNY Orange\nThe Conference Center Niagara Falls\nPlattsburgh International Airport\nQueensbury Aviation Mall\nStony Brook\nhttps://t.co/3ik10TYj1K\n#NYS #Vaccine',0,0,1
2021-06-21 20:26:27,"b'@somegal446 We need better ways of explaining the vaccines and their safety. Young people today don\'t read papers or watch MSM. Many are deep into conspiracy theory media. A niece with a college degree  refuses the vaccine bc it is ""going to change my dna and make me infertile.""  '",0,2,1
2021-06-21 20:25:21,b'Really trying to convince my nephew to not get the vaccine before going to college. But he think hes grown ',0,0,0
2021-06-21 20:15:59,b'Medgar Evers College\nUniversity at Buffalo South Campus\nSUNY Old Westbury\nRochester Dome Arena\nSUNY Orange\nThe Conference Center Niagara Falls\nPlattsburgh International Airport\nQueensbury Aviation Mall\nStony Brook\nhttps://t.co/3ik10TYj1K\n#NYS #Vaccine',0,0,1
2021-06-21 20:11:39,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 2,444,\nDose2 Capacity: 48,417,\nDates Available: 22-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
2021-06-21 20:03:25,b'@GMB I think if ur in college and doing a levels Im sure ur old enough to decide whether to have a vaccine or not. Like whats a 17 yr old gonna do if they want it and then the parent says no. Id still get it if thats what I wanted. Different if the kid was like 10',0,0,1
2021-06-21 20:01:26,b'@Stockwell_Day Family Physician friend here in Kelowna has told me that Doctors are being threatened by their College not to claim the vaccine for anything otherwise there will be repercussions. IE licence being take away.',0,2,1
2021-06-21 20:01:24,"b'Cook County Health will be holding COVID-19 vaccination days at @morainevalley (9000 W. College Pkwy, Building M, Palos Hills) several days this summer, beginning tomorrow, June 22. Register or walk in to get your vaccine.\n\nClick on the flier for more information. https://t.co/XUU7IJURVw'",2,3,0
2021-06-21 20:01:19,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 1,444,\nDose2 Capacity: 48,417,\nDates Available: 22-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
2021-06-21 20:00:52,b'Medgar Evers College\nUniversity at Buffalo South Campus\nSUNY Old Westbury\nRochester Dome Arena\nSUNY Orange\nThe Conference Center Niagara Falls\nPlattsburgh International Airport\nQueensbury Aviation Mall\nStony Brook\nhttps://t.co/3ik10TYj1K\n#NYS #Vaccine',0,0,1
2021-06-21 20:00:51,"b'Two Americas may emerge as Delta variant spreads and vaccination rates drop https://t.co/tbQrqudarj \nI call it two Covid nations, Peter Hotez, a vaccine researcher at Baylor College of Medicine in Houston, told BuzzFeed News.'",0,0,0
2021-06-21 20:00:25,b'MA announces VaxMillions Giveaway. Win $1 million or a college scholarship. Get your #COVID vaccine to be eligible to enter. Vaccine appointments available in Norwood. #GetTheVax\n https://t.co/HJgkN46XL8',1,2,0
2021-06-21 19:55:19,b'Mixing vaccines | Clinical trial will test COVID vaccine combinations to find out best way to protect https://t.co/EWZDbk0Q65 via @KHOU Baylor College of Medicine just launched a clinical trial testing booster shots in Houston.',0,1,0
2021-06-21 19:49:05,"b'Last summer, @darrenrovell wanted college football canceled for myocarditis and Covid, which was soundly disproven.\n\nNotice his silence on the vaccine and myocarditis as his alma mater @NorthwesternU forces vaccinations.\n\nBiggest coward in sports. https://t.co/wbipkJ0qV4'",0,2,0
2021-06-21 19:46:01,b'Medgar Evers College\nUniversity at Buffalo South Campus\nSUNY Old Westbury\nRochester Dome Arena\nSUNY Orange\nThe Conference Center Niagara Falls\nPlattsburgh International Airport\nQueensbury Aviation Mall\nStony Brook\nhttps://t.co/3ik10TYj1K\n#NYS #Vaccine',0,0,1
2021-06-21 19:40:01,b'Record-Gazette (Banning/Beaumont): #CSUSB has joined hundreds of colleges across the nation in President Bidens COVID-19 College Vaccine Challenge to urge more young Americans to get vaccinated. #COVIDCollegeChallenge #WeCanDoThis https://t.co/d4FdnMHfZQ',4,7,0
2021-06-21 19:35:38,b'@GMB Given Gavin Williamson is so keen on Maths how has he not worked out the students need the first vaccine 10 weeks BEFORE they go back to schools and college not the month before.',0,0,1
2021-06-21 19:30:12,b'Medgar Evers College\nUniversity at Buffalo South Campus\nSUNY Old Westbury\nRochester Dome Arena\nSUNY Orange\nThe Conference Center Niagara Falls\nPlattsburgh International Airport\nQueensbury Aviation Mall\nStony Brook\nhttps://t.co/3ik10TYj1K\n#NYS #Vaccine',0,0,1
2021-06-21 19:15:24,b'Medgar Evers College\nUniversity at Buffalo South Campus\nSUNY Old Westbury\nRochester Dome Arena\nSUNY Orange\nThe Conference Center Niagara Falls\nPlattsburgh International Airport\nQueensbury Aviation Mall\nStony Brook\nhttps://t.co/3ik10TYj1K\n#NYS #Vaccine',0,0,1
2021-06-21 19:14:22,"b""The development of the vaccine was done in Grant Medical College, Mumbai. And the vaccine developed was then tried on prisoners of Byculla jail. \n\nHe's also credited for development of a cholera vaccine which possibly saved millions of lives.""",0,5,1
2021-06-21 19:01:02,"b'@frequentbuyer1 @djmikebills @JoeCunninghamSC But for real I do know people who wanted to finish the college semester out, things like that. I can also understand wanting to schedule the vaccine around work, particularly if you have a physical job.'",0,1,1
2021-06-21 19:00:37,b'Medgar Evers College\nUniversity at Buffalo South Campus\nSUNY Old Westbury\nRochester Dome Arena\nSUNY Orange\nThe Conference Center Niagara Falls\nPlattsburgh International Airport\nQueensbury Aviation Mall\nStony Brook\nhttps://t.co/3ik10TYj1K\n#NYS #Vaccine',0,0,1
2021-06-21 18:57:27,b'Veterinary college to host Alan Barrett for seminar on yellow fever vaccine https://t.co/7Hoes1Y1QU',0,0,0
2021-06-21 18:54:55,"b'@JeanmarcBenoit Maybe they should be investigating the Dr. Pushing the vaccine for bribes and kick back from the drug, @epdevilla , in my past medical experience that was a violation of the College of physicians.'",0,6,1
2021-06-21 18:52:20,"b'// needles\n\ni have to get another vaccine today for college stuff and im really nervous, does anyone have any tips for staying calm??'",0,0,0
2021-06-21 18:45:49,b'Medgar Evers College\nUniversity at Buffalo South Campus\nSUNY Old Westbury\nRochester Dome Arena\nSUNY Orange\nThe Conference Center Niagara Falls\nPlattsburgh International Airport\nQueensbury Aviation Mall\nStony Brook\nhttps://t.co/3ik10TYj1K\n#NYS #Vaccine',0,0,1
2021-06-21 18:32:33,"b'@KevinOKennedy1 @Leonard21533662 @LTRN8ENDING A global clinical trial of a vaccine - that has NEVER been approved other than for this ""emergency"" - won\'t end until 2023. That\'s not a ""tried &amp; true tech"". Go do your homework. Your college psych course doesn\'t belong here.'",0,0,1
2021-06-21 18:31:02,b'Medgar Evers College\nUniversity at Buffalo South Campus\nSUNY Old Westbury\nRochester Dome Arena\nSUNY Orange\nThe Conference Center Niagara Falls\nPlattsburgh International Airport\nQueensbury Aviation Mall\nStony Brook\nhttps://t.co/3ik10TYj1K\n#NYS #Vaccine',0,0,1
2021-06-21 18:30:24,"b'We are excited to be partnering with @ifyc on their national ""Faith in the Vaccine"" initiative to train 2,000 college students and community leaders from 120 college campuses to be vaccine ambassadors.\nhttps://t.co/2JfcMisEiC'",1,1,0
2021-06-21 18:21:19,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 1,444,\nDose2 Capacity: 49,420,\nDates Available: 22-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
2021-06-21 18:20:07,b'@ashokgehlot51 @_lokeshsharma @BSBhatiInc @GovindDotasra @drsubhashg being a student I request to rajasthan government to reopen schools and colleges atleast reopen colleges because college students are 18+ and they can get the vaccine https://t.co/X0KrxpSyPq',0,0,0
2021-06-21 18:15:07,b'Medgar Evers College\nUniversity at Buffalo South Campus\nSUNY Old Westbury\nRochester Dome Arena\nSUNY Orange\nThe Conference Center Niagara Falls\nPlattsburgh International Airport\nQueensbury Aviation Mall\nStony Brook\nhttps://t.co/3ik10TYj1K\n#NYS #Vaccine',0,0,1
2021-06-21 18:03:06,b'Exclusive: College Athlete Who Recovered From COVID Facing Very Different Future After Second Dose of Pfizer Vaccine Triggers Myocarditis. Gotta ask the question? Is it really worth living like this? #humanginipig https://t.co/seKQzUQvJs',0,1,0
2021-06-21 18:00:20,b'Medgar Evers College\nUniversity at Buffalo South Campus\nSUNY Old Westbury\nRochester Dome Arena\nSUNY Orange\nThe Conference Center Niagara Falls\nPlattsburgh International Airport\nQueensbury Aviation Mall\nStony Brook\nhttps://t.co/3ik10TYj1K\n#NYS #Vaccine',0,0,1
2021-06-21 17:55:42,b'@pefectlynormal @InLikeFlynn44 @middlechild91 @CaseRN12 @stevenmazie Wow the propaganda is strong lol. cOlLeGe aThLeTe pLaY gOoD sO wE gEt VaCcInE fIrSt! Have you stepped outside the country for any extended amount of time?',0,0,1
2021-06-21 17:54:06,b'Bristol Community College to host COVID-19 vaccine clinic tomorrow - free giveaways including college tuition. Check it out! https://t.co/fROZzge6Uo',0,1,0
2021-06-21 17:51:42,"b'""While many colleges across the country are providing incentives to encourage students to get a Covid-19 vaccine, Rhodes College is charging a fee to students who are not vaccinated."" https://t.co/fyJOpI2n8R By @madfernandez616 HT @phlu'",2,2,0
2021-06-21 17:51:35,b'@NYGovCuomo let College adults decide their own vaccine status.  U r not their boss!!',0,0,0
2021-06-21 17:47:09,"b'Bristol Community College offers chance to win $20,000 in scholarships for getting COVID-19 vaccine https://t.co/CXokIRvmcy'",1,1,0
2021-06-21 17:45:32,b'Medgar Evers College\nUniversity at Buffalo South Campus\nSUNY Old Westbury\nRochester Dome Arena\nSUNY Orange\nThe Conference Center Niagara Falls\nPlattsburgh International Airport\nQueensbury Aviation Mall\nStony Brook\nhttps://t.co/3ik10TYj1K\n#NYS #Vaccine',0,0,1
2021-06-21 17:42:00,b'The vaccine clinic at Blackhawk Technical College will reduce their hours beginning this week.\n https://t.co/LuRLwupvav',1,0,0
2021-06-21 17:31:36,"b'Exclusive: College Athlete Who Recovered From COVID Facing Very Different Future After Second Dose of Pfizer Vaccine Triggers Myocarditis\n\nGreyson Follmer, an Ohio State University (OSU) student, was an elite athlete and member of the universitys chap https://t.co/nnd3JPoN9B'",0,0,0
2021-06-21 17:30:35,b'Medgar Evers College\nUniversity at Buffalo South Campus\nSUNY Old Westbury\nRochester Dome Arena\nSUNY Orange\nThe Conference Center Niagara Falls\nPlattsburgh International Airport\nQueensbury Aviation Mall\nStony Brook\nhttps://t.co/3ik10TYj1K\n#NYS #Vaccine',0,0,1
2021-06-21 17:29:56,"b'The University of Rhode Island has joined the White House and the U.S. Department of Education COVID-19 College Vaccine Challenge. By joining the challenge, URI has made a commitment to taking key steps to help get the URI community vaccinated.\n\n: https://t.co/dy0pjB74BK https://t.co/y0JsdRO6XT'",5,25,0
2021-06-21 17:29:09,b'The America College of Cardiology put out a very comprehensive and helpful statement on this which I have shared below. Please pass on to others who may be seeking guidance\nhttps://t.co/Lvxn6kZZn3',3,12,1
2021-06-21 17:23:58,b'@Sydusm Tomorrow is reserved for writing Acknowledgement Letters to all those college kids who thanked him for their free vaccine.',0,7,1
2021-06-21 17:23:14,"b'@GMB Further, I don\'t think A-level and college students would appreciate being referred to as kids. Also, you state that Downing Street is ""offering"" the vaccine. So, there doesn\'t seem to be any compulsion by The Govt here!'",0,8,1
2021-06-21 17:20:39,"b'Exclusive: College Athlete Who Recovered From COVID Facing Very Different Future After Second Dose of Pfizer Vaccine Triggers Myocarditis\n\nGreyson Follmer, an Ohio State University (OSU) student, was an elite athlete and member of the universitys chap https://t.co/CoU3ANK8um'",12,8,0
2021-06-21 17:19:03,b'@monikahalan @Sauryasaksham84 @gchikermane Today I got jabbed with the first dose and proudly posted in my college group that I got jabbed with my homemade vaccine. Never felt so good. College is in Poland and is full of different nationalities. ',0,2,1
2021-06-21 17:16:39,b'Downing Street reportedly wants to offer all A-level and college students a vaccine in August before they go back to school. \n\nBut who should decide if kids receive COVID vaccinations?',28,62,0
2021-06-21 17:15:29,b'Medgar Evers College\nUniversity at Buffalo South Campus\nSUNY Old Westbury\nRochester Dome Arena\nSUNY Orange\nThe Conference Center Niagara Falls\nPlattsburgh International Airport\nQueensbury Aviation Mall\nStony Brook\nhttps://t.co/3ik10TYj1K\n#NYS #Vaccine',0,0,1
2021-06-21 17:15:25,"b'Happy to share Rajkot Homeopathic Medical College in association with Technical Events Cell, Parul University, Successfully organized National Level Slogan &amp; Poster Competition :  Vaccine the most reliable weapon against Covid-19 \n                       \n#SuccessStory\n#TEC@PU https://t.co/m0oIJ4emUB'",0,1,0
2021-06-21 17:09:10,"b""Exclusive: College Athlete Who Recovered From COVID Facing Very Different Future After Second Dose of Pfizer Vaccine Triggers Myocarditis  Children's Health Defense https://t.co/1STNMiE8Z8""",0,0,0
2021-06-21 17:03:53,b'Just how many more people need to suffer? Should these vaccines be pulled?Exclusive: College Athlete Who Recovered From COVID Facing Very Different Future After Second Dose of Pfizer Vaccine Triggers Myocarditis  https://t.co/xJcg0DiJnP',0,0,0
2021-06-21 17:00:07,"b'Bristol Community College is hosting a COVID-19 vaccination clinic this week along with the chance to win $20,000 in scholarships. \n\nThe clinic will offer the Pfizer vaccine, which is cleared for those age 12 and up:\nhttps://t.co/Ycz6Hi6Tlh'",2,0,0
2021-06-21 17:00:06,b'Medgar Evers College\nUniversity at Buffalo South Campus\nSUNY Old Westbury\nRochester Dome Arena\nSUNY Orange\nThe Conference Center Niagara Falls\nPlattsburgh International Airport\nQueensbury Aviation Mall\nStony Brook\nhttps://t.co/3ik10TYj1K\n#NYS #Vaccine',0,0,1
2021-06-21 16:55:00,b'The vaccine clinic will now be closed on Wednesdays. https://t.co/c2FtgP646p',0,0,0
2021-06-21 16:48:17,"b""@cocozl2 Yeah seriously they never said it 100%... people need to take a college level immunology class so they can be taught all about vaccines. It's not rocket science... no vaccine is 100% effective that's why they say we need to teach herd immunity to be completely safe.""",0,1,1
2021-06-21 16:46:26,"b'When a jab, leads to death,\nAs does a stab.\nOnes murder, the other, an adverse event.\nGovernment approved Downing Street reportedly wants to offer all A-level and college students aged 16 and 17 a vaccine in August before they go back to school in Sep... https://t.co/tB2uFSrRWC'",0,0,0
2021-06-21 16:45:06,b'Medgar Evers College\nUniversity at Buffalo South Campus\nSUNY Old Westbury\nRochester Dome Arena\nSUNY Orange\nThe Conference Center Niagara Falls\nPlattsburgh International Airport\nQueensbury Aviation Mall\nStony Brook\nhttps://t.co/3ik10TYj1K\n#NYS #Vaccine',0,0,1
2021-06-21 16:31:19,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 2,446,\nDose2 Capacity: 50,421,\nDates Available: 22-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
2021-06-21 16:30:32,"b'VACCINE CLINIC RAMPING DOWN: Rock County health officials say the hours at the community vaccine clinic at Blackhawk Technical College is beginning to reduce its hours, and future hours will be determined by demand. https://t.co/ZbpqRQHjMU'",0,0,0
2021-06-21 16:30:12,b'Medgar Evers College\nUniversity at Buffalo South Campus\nSUNY Old Westbury\nRochester Dome Arena\nSUNY Orange\nThe Conference Center Niagara Falls\nPlattsburgh International Airport\nQueensbury Aviation Mall\nStony Brook\nhttps://t.co/3ik10TYj1K\n#NYS #Vaccine',0,0,1
2021-06-21 16:26:32,b'College Athlete Who Recovered From COVID Facing Very Different Future After Second Dose of Pfizer Vaccine Triggers Myocarditis\nhttps://t.co/Nxb9t7hGDx',0,0,0
2021-06-21 16:25:10,b'Principals respond to vaccine at schoolproposal https://t.co/CSTMGuq74F',0,0,0
2021-06-21 16:25:07,b'Has your college signed up yet for the COVID-19 College Vaccine Challenge? https://t.co/FwX4rwOrvg https://t.co/a0DVdYXYrr',0,0,0
2021-06-21 16:15:22,b'Medgar Evers College\nUniversity at Buffalo South Campus\nSUNY Old Westbury\nRochester Dome Arena\nSUNY Orange\nThe Conference Center Niagara Falls\nPlattsburgh International Airport\nQueensbury Aviation Mall\nStony Brook\nhttps://t.co/3ik10TYj1K\n#NYS #Vaccine',0,0,1
2021-06-21 16:12:22,b'https://t.co/IHdPK6uBRC Clark Atlanta University Welcomes Vice President Kamala Harris to CAU and Accepts the White House COVID-19 College Vaccine Challenge https://t.co/cWA7sKSyhN #DallasWeekly #iamdw #blackpress #dallasnews',0,0,0
2021-06-21 16:04:43,"b""Exclusive: College Athlete Who Recovered From COVID Facing Very Different Future After Second Dose of Pfizer Vaccine Triggers Myocarditis  Children's Health Defense https://t.co/VuyNqt6vhl""",0,0,0
2021-06-21 16:03:30,"b'.@JacksonStateU is proud to be a part of the White House COVID-19 College Vaccine Challenge! We are offering free vaccinations for faculty, staff, students, and the community, partnering with Jackson Hinds Comprehensive Health Center . #JSUStrong #JSUCares #COVIDCollegeChallenge https://t.co/Aivf6Qvdpt'",3,17,0
2021-06-21 16:00:35,"b""52% of those who said they were not likely to get a COVID-19 vaccine when asked back in November/December 2020 have since changed their minds, according to surveys performed by King's College London and the University of Bristol.\n\nhttps://t.co/2C9VwRMfDg https://t.co/x8fijMQstj""",0,4,0
2021-06-21 16:00:33,b'Medgar Evers College\nUniversity at Buffalo South Campus\nSUNY Old Westbury\nRochester Dome Arena\nSUNY Orange\nThe Conference Center Niagara Falls\nPlattsburgh International Airport\nQueensbury Aviation Mall\nStony Brook\nhttps://t.co/3ik10TYj1K\n#NYS #Vaccine',0,0,1
2021-06-21 16:00:00,"b'We are stepping up to the challenge, and now we are asking you too! The Columbia community is joining the College Vaccine Campus Challenge to get as many students, faculty and staff vaccinated as possible.  #WeCanDoThis #COVIDCollegeChallenge\n\nLearn more: https://t.co/h1gT1Pn4Q9 https://t.co/a9u4Pev9wE'",1,1,0
2021-06-21 15:58:41,"b""@girlygirl42561 @POTUS I can't argue with this one. Doesn't help people with kids in college either. But at least #Biden got vaccine rolled out and the https://t.co/3o1dqiDG32""",1,8,1
2021-06-21 15:56:19,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 1,450,\nDose2 Capacity: 48,419,\nDates Available: 22-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
2021-06-21 15:55:31,"b""19-Year-Old College Freshman Dies From Heart Problem One Month After Second Dose of Moderna Vaccine \n Children's Health Defense \nhttps://t.co/MrPKp5MTTK""",1,0,0
2021-06-21 15:51:41,"b""@justin_hart San Diego Community College District (City, Mesa, and Miramar) is demanding vaccination for fall for any class that has any in person meeting. You can see it if you go to the online course schedule and search for in person classes. There's a picture of a vaccine bottle.""",0,1,1
2021-06-21 15:51:30,"b""@KTRTRS @drharshvardhan KTR anna to write PG exam's vaccination is mandatory itseems so please provide vaccine in every college my request please KTR anna""",0,0,1
