date,text,retweet_count,favorite_count,reply
2021-06-23 22:02:07,"b'I got my passport, now i can travel  I just need my vaccine'",0,1,0
2021-06-23 22:00:19,"b'""Just don\'t call it a passport."" Here\'s everything you need to know about California\'s new option to obtain a digital #COVID19vaccination record. \n\nhttps://t.co/JVZbMs7Imj'",0,0,0
2021-06-23 21:59:44,"b'You can forget the ""DeSantis 2024"".  Anti Vaxx Passport bill he just signed allows for Forced Vaccinations.  @GovRonDeSantis https://t.co/fWb20VhJV9'",0,0,0
2021-06-23 21:59:33,"b'@kirstinferguson We dont have agreement on a  vaccine passport &amp; what it means in terms of exemptions, etc. Until we have a national plan then we can only use population health measures only ( eg 70% coverage rate).  This is critical. Its why we have a National HIV plan, etc.'",0,1,1
2021-06-23 21:54:56,"b'Vaccine passport, health passport, mandatory vaccines. https://t.co/Z71cPeZWfw'",0,0,0
2021-06-23 21:52:29,"b""I'll never have a vaccine passport. I refuse to go somewhere that insists we do. We must all resist this, they'll have to scrap it. If you wonder why I'm against it, read about China's Social Ratings policy. That will be us if we don't stand up to tyranny. https://t.co/Q56kfOdK2t""",1,1,0
2021-06-23 21:50:13,b'@leighsales @annikasmethurst That free? Are you suggesting ANY form of vaccine passport equates to freedom?\n\nState govts are destroying our democracy. Federal Govt respects jurisdiction. Public health weaponised.\n\nThe virus is treatable!\n\nhttps://t.co/qmlQ7fQCcO\n\n@Drs4CovidEthics @AAPSonline @Covid19Critical',0,1,1
2021-06-23 21:46:33,"b'A government-issued vaccine passport is a bridge too far, especially in light of how the states contact tracing program failed more than 72,000 Pennsylvanians and their very personal health care data.\n\nw/ @SenatorJWard \n\nhttps://t.co/CwUw7z38xv'",0,0,0
2021-06-23 21:46:29,b'@JamesPeaty1575 @BethRigby Because without having a government that is willing to enforce a vaccine passport is it better then delaying the exit wave to winter.',0,0,1
2021-06-23 21:45:31,"b""@afneil meanwhile my wife and 15000 people who volunteered for the vaccine clinical trials on Novavax last year can't get a vaccine passport to Europe...or even a UK concert!""",1,1,1
2021-06-23 21:42:15,"b'Who agrees that if you are required to have a vaccine passport, you should be required to have ID to vote?'",0,0,0
2021-06-23 21:39:28,b'@DearAuntCrabby Dipshit says Vaccine passport reduces individual freedom and privacy...but colleges need to report to the government students beliefs... https://t.co/UHigfKdYrZ',0,1,1
2021-06-23 21:37:49,b'Yet I dread it. Every. Single. Time. \n\nCant wait for vaccine passport to become a thing!',0,0,1
2021-06-23 21:37:28,"b'The problem here--beyond the vaccine passport #corporatocracy angle--is that this akin to forcing employees to take medications off label, i.e., for reasons not approved by the FDA. Emergency ok is not full approval. Indeed, law allowing emergency approval says people can say no. https://t.co/XbnI3qvMwF'",0,0,0
2021-06-23 21:36:51,b'Surely if there is a UK vaccine passport then Scot gov deciding on having one isnt relevant as actual passports are uk provided?',0,0,0
2021-06-23 21:34:37,b'@thomaskaine5 And yet you cant have a vaccine passport',0,0,1
2021-06-23 21:31:45,"b""@joyceeiri @CP24 All you need is a vaccine passport that says you have 2 valid doses.  As long as the other countries recognize the passport you are good to go.  So many people on the same boat and it's not rocket science.  I am sure the Federal government is working on it.""",0,0,1
2021-06-23 21:26:04,"b'Stupid Does! Indiana Univ. conspiracy theorists will get their reckoning, just like in Texas. As student, right to education cannot be passport to be hazardous to peers, faculty, workers I Eight (8) lawyered students fight vaccine mandate... https://t.co/4lgv91nhML via @HuffPost'",0,0,0
2021-06-23 21:22:42,b'Just realized that my passport and my daughters expired last year. Flip. We need to go renew in case the Govt somehow gives me the vaccine. Ijoooo.   This week! We need passports. How much is it to renew?',0,0,0
2021-06-23 21:19:49,"b'@amandainflorida So you don\'t think DeathSantis sneaking in a clause into the covid passport ban bill that allows the police to be used to FORCE people to be injected with a vaccine not concerning? Specially with the news about the ""Delta virus"" in addition to other controversial bills?'",0,0,1
2021-06-23 21:18:44,"b""@aylmerpastor @ezralevant @tim__stephens Appears the illogic, harm and overreach, where all roads lead to a must-take or else experimental needle, is being been used to achieve a gov't vaccine passport/scorecard:\nhttps://t.co/aEQcQdIHSb""",0,2,1
2021-06-23 21:15:14,b'A passport is a restriction.\n\nA vaccine passport is an affront to liberty! https://t.co/fzfAZafFPr',0,0,0
2021-06-23 21:13:18,b'@GovRonDeSantis @Seminoles @FloridaGators @UMAdmission Vaccine Passport illegal but survey to gather political data on college students its okay-',0,0,0
2021-06-23 21:08:29,"b'@mikeboos Absolutely. He is definitely in the full chain of abdication of responsibility on this one. Im very much of the opinion this should all be done within the CovidAlert App platform, which should also evolve to be the vaccine passport too.'",0,0,1
2021-06-23 21:05:34,"b'Of course the vaccine passport ha.ha... no one wants to go to Canada. TOURISM. 0 ""ZERO. https://t.co/RymKpFJVAX'",0,0,0
2021-06-23 21:05:22,"b'@smatthewliao @putridities @EricWin89673159 @BrianWileyCHC @TuckerCarlson what a relief! i imagine you must have very strong objections to the coercive ""anti-covid"" measures of the past year like lockdown, mandatory masking, and forced vaccination.\nbut wait, here you are endorsing vaccine passports! how strange!\nhttps://t.co/MzST6gnYvm'",0,3,1
2021-06-23 21:04:00,b'if i post a pic of my vaccine passport will everyone think i got the rona vaccine?',0,0,0
2021-06-23 21:00:04,"b'At last, world travelers, the European Union has finally lifted the ban on Americans! But before you book the next flight out  head to our blog to read about what the EU vaccine passport QR codes will mean for security and privacy risks: https://t.co/ey1no2lKn3'",1,0,0
2021-06-23 20:52:59,"b'""It is a workaround the vaccination passport ban.""\nBut Walker said the stakes could be high in changing the COVID vaccine requirement  https://t.co/fT6YuSyNbJ #cruise\n""With the more contagious &amp; deadly Delta variant, it\'s a game with deadly consequences,"" he said. (2/2) https://t.co/cbkfQ2IHmj'",2,1,0
2021-06-23 20:48:21,b'DeSantis Speaks With Forked Tongue:  Check Out Whats In His Anti-vaccine Passport Law - https://t.co/hmgfZ3ffCQ',2,3,0
2021-06-23 20:46:14,b'@Our_Levodopa Maybe there will broad rules on vaccine passport in the next 1-2 years.',0,0,1
2021-06-23 20:43:29,b'Californians can stand up for their civil rights by reaching out to their Assemblymember and Senator and at the ballot box this November. https://t.co/BcUzgky7iT https://t.co/GZsQX1CRZx',0,0,0
2021-06-23 20:41:41,"b""@ramdeeez @sueinphilly I'm not even sure what your argument or position is. My comment was in regards to a tweet about voter id and vaccine passport.\n\nI don't really see why proof of vaccination is a big deal people have a proof of all kind of things..""",0,0,1
2021-06-23 20:39:43,b'@Jim_Jordan Republicans: we need voter ID to show that you can vote \nRepublicans: we need no Vaccine passport.',0,0,1
2021-06-23 20:34:32,"b""@mellijellybean Have a valid passport, proof of vaccine, lots of masks, power dongles, and access to Google Translate.\n\nBut I haven't been overseas in 25 years so I'm just guessing.""",0,0,1
2021-06-23 20:34:02,b'@_panda95 Till now covid vaccination is yet to receive a proper vaccine passport status thanks to arbitrary rules\n\nUnlike Yellow fever vaccination card which is a legit travel document and requires passport number to be written. Ideally govt should install an edit option in CoWIN for that',0,1,1
2021-06-23 20:33:27,"b'@PamLongCO In the Eu nazi regime if you get the shot you have anyway the vaccine passport, antibodies or not. If you survive Covid, but for any reason you do not have a positive swab to show, you are not eligible for green pass if you do not get the shot. Lies, after lies, aftet lies.'",0,1,1
2021-06-23 20:32:06,"b'#Arizona Senate, on a 16-14 vote, just passed #SB1826 banning Critical Race Theory. And AZ banned vaccine passport by schools gov and private business. \nIn vernacullar AZ banned project of dems.'",0,0,1
2021-06-23 20:31:41,b'Beware Covid Vaccine Passport Scam:\n\nhttps://t.co/iFY0bTfzq2',0,0,0
2021-06-23 20:27:47,"b'Having a vaccine passport is literally like traveling to another country, YOUR FREEDOMS ARE NOT HARMED IN ANY MATERIAL WAY BY A VACCINE PASSPORT.'",0,1,1
2021-06-23 20:25:13,b'Missouri Governor Immunizes Citizens From Vaccine Passport Requirements By Cities... https://t.co/KF7qCWYWZH By @OgletreeDeakins',0,0,0
2021-06-23 20:25:11,"b'Republican Rep. Ryan Warner says he has an issue with an unelected bureaucrat like the secretary of health issuing orders, and he calls approval of the vaccine passport bill a matter of liberty.'",0,0,0
2021-06-23 20:21:59,"b'@BruceInMich @bradentonherald Passports issue is dog whistle. Kids cant go to kindergarten without showing vaccine record (passport), US wont let ya into states without showing it. How many more have to suffer for $ &amp; power?'",0,0,1
2021-06-23 20:20:40,"b""@ghorst76 @ajventer @thomaskaine5 @danmorris01 They weren't called passports back then but proof of vaccinations were required. https://t.co/Qsd6uCFzUf""",0,0,1
2021-06-23 20:19:23,"b'Rep. Aaron Bernstine, R-Lawrence, mentioned murdering babies during the vaccine passport debate. There is uproar. He is upbraided by Cutler. Debate continues.'",0,1,1
2021-06-23 20:15:41,b'Met up with @BALPApilots Phil and Matt earlier to hear their concerns at the #TravelDayOfAction .. deep frustration with UK Government while Lufthansa Jumbo jets fly from Berlin to Palma.\nNeed to ditch amber (traffic light system). Need vaccine passport too\n https://t.co/VR8mSyn4jI',1,5,0
2021-06-23 20:13:12,b'The motion to postpone consideration of the vaccine passport bill is defeated by a 112 to 89 vote.',0,0,0
2021-06-23 20:12:32,"b'@Shaan45599376 @CourageTheprin1 @Dijosti Covid only has a 10% death rate. Side effects (as currently determined) include hives, blood clots, respiratory issues, Anaphylaxis and...yes...death! Now why would you want to institute a vaccine passport system for that kind of disease and not others? Expect more side-effects!!'",0,0,1
2021-06-23 20:10:29,"b""@chauffeur20021 Yes, nothing wrong with a voluntary vaccine passport but I don't see the necessity of making them mandatory.""",0,0,1
2021-06-23 20:10:05,"b""https://t.co/TrksdTegn7\nI hope the governor will kick the ship out of port. For them requiring vaccinations proof. I will not Cruise because they get through the loopholes of not paying taxes in the state that they are using they're foreign own company""",0,0,0
2021-06-23 20:09:46,"b""@Jim_Jordan But they're ok with people being required to show their ID to get the vaccine and the vaccine passport?\n \nI'm still trying to wrap my head around the mental gymnastics they had to go through to see that as making sense.""",0,0,1
2021-06-23 20:09:21,"b'Democratic Rep. Rick Krajewski makes motion to postpone consideration of vaccine passport bill and is supported by Democratic Rep. Elizabeth Fiedler, who says it would be better to work on the budget than trafficking in some of these vaccine conspiracies.'",0,0,0
2021-06-23 20:06:19,"b'As vaccine passports morph into digital IDs, privacy advocates want to know that user data is protected https://t.co/xrne2BwaSH'",0,0,0
2021-06-23 20:06:14,b'ebay product Introduction   2021-06-23 20:00\ncategory:Passport &amp; ID Holders\n\nVaccine Exemption Card High Quality Plastic Card Full Color Informed Consent\nprice(USD):9.99\n\nlink\n https://t.co/TXS6iYpiVm',0,0,0
2021-06-23 20:05:59,b'ebay product Introduction   2021-06-23 20:00\ncategory:Passport &amp; ID Holders\n\nWATERPROOF 2Covid Vaccination Card Holder Record 4 x 3 Protector vaccine CDC\nprice(USD):1.48\n\nlink\n https://t.co/lqjb5V5ikk',0,0,0
2021-06-23 20:04:44,b'Wolf views the vaccine passport as potentially just as powerful a mechanism for dictatorship as the policies the Bush adminsitration implemented.',0,0,1
2021-06-23 20:04:35,b'Thank you @MoHFW_GUJARAT for special vaccination drive for the students going abroad. Also they have finally updated cowin portal to link your passport number with your vaccine certificate.',0,0,0
2021-06-23 20:04:08,b'@Jim_Jordan Im a republican and I want a voter ID and I want a vaccine passport. I want protection for business but not for personal neglect of the spread of the virus.',0,0,1
2021-06-23 20:03:12,b'being able to ask customers for a vaccine passport. I will introduce or cosponsor a bill with that language again. (2/2)',51,260,1
2021-06-23 20:02:34,b'Celebrity Cruises Makes Protocol Changes to Comply With Florida: Celebrity Cruises changes protocols for Florida departures to comply with the state vaccine passport ban. The post Celebrity Cruises Makes Protocol Changes to Comply https://t.co/eaKHIzTXHB #GregoryArthurDonohue https://t.co/tG9NvN2SSt',0,0,0
2021-06-23 20:02:15,"b""@libertytarian Tried to warn you Oct 1 2019 that they would release virus global pandemic lockdown and roll out global vaccination and tracking vaccine passport ID\nBeen trying to warn u and give u info years dunno why u don't respond .. https://t.co/ik3DJGOnbH""",0,0,1
2021-06-23 20:00:41,b'@noddynoo Your Vaccine Passport is Expired',0,0,1
2021-06-23 19:59:39,b'@seanovak @hbenitez2479 @GovRonDeSantis https://t.co/yqrzVh762l\n\nCruise Ships want to require vaccination.  DeSantis is telling them they are not allowed to.',0,1,1
2021-06-23 19:53:41,"b""@Pete121Evans You've missed the point entirely. There's nothing wrong with having a voluntary vaccine passport but if you have an alternative means of proof why should it be mandatory?""",0,1,1
2021-06-23 19:46:44,"b'@GrahamJ18821678 If you have the nhs app (not the covid one) the one linked to your medical records, there is a section on it that has a qr code proving your vaccine status so no need for a covid passport.'",0,1,1
2021-06-23 19:46:13,b'@GrahamJ18821678 I HAVE HAD TWO DOSES OF THE VACCINE I DO NOT HAVE A PHOTO DRIVING LICENCE I HAVE THE OLD STYLE ONE DONT HAVE A  PASSPORT SO I SUPPOSE I WOULD BE FUCKED THEN',0,0,1
2021-06-23 19:40:27,"b""@DrMcKinn Pets.\nThen it's best to have a go bag or two prepared in advance, with toiletries, a few basic medical supplies, water, etc.\nAlso have a box with important papers - mortgage, passport, vaccine record, checkbook, etc.""",0,0,1
2021-06-23 19:38:47,b'Will sask rider fans need a passport for bomber games? They cant get a MB. Vaccine passport. @BrianPallister @Wpg_BlueBombers',0,0,0
2021-06-23 19:37:31,"b""Can anyone explain something:\nIf you've been fully vaccinated, you will have been given a blue card as confirmation. So showing this card accompanied by either a driving licence or passport is proof of vaccination. So why the need for a vaccine passport?""",5,38,0
2021-06-23 19:37:31,"b'@alteregoElon Tell that to my fake vaccine passport that Ive already used twice, genius.'",0,0,1
2021-06-23 19:33:15,"b'@itsJeffTiedrich @mistermom44 Yes, they want to pass voter restrictions, well lets require a vaccine to get a DL, Passport, auto Registration, School enrollment, get on a train, bus or plane !'",0,5,1
2021-06-23 19:33:13,b'@DanCrenshawTX @SenRickScott vaccine passport. this is not hard',0,0,1
2021-06-23 19:31:48,"b""@Waynebe68965769 @tombrodbeck That vaccine passport they've been talking about for several weeks""",0,0,1
2021-06-23 19:29:19,"b'@mjack15 Its not a vaccine passport, it allows people to fly and travel after a negative covid test, or after an anti body test.......'",0,0,1
2021-06-23 19:28:21,b'@axios will there be penalty for lying? will ID be necessary to take the survey? just as stupid of an idea as a vaccine passport',0,1,1
2021-06-23 19:17:44,"b'@libertytarian Covid was made in a tv studio, the vaccine is a bio weapon made in a lab tho... im in CA and people here have no clue that the passport will be rolled out shortly, they think Im crazy and its impossible but I see it coming soon but I will continue to defy'",0,0,1
2021-06-23 19:09:51,b'@ReallyAmerican1 @mmpadellan But a mandatory passport vaccine or vaccine card is ok by you?',0,0,1
2021-06-23 19:02:41,b'@CovidIndiaSeva @jagograhakjago @PMOIndia @Arogyasetu kindly update my passport ID on vaccine certificate...as per attached\nUnable to update my passport https://t.co/vEJOvPkrvT',0,0,0
2021-06-23 19:02:20,b'@WSJ I am in FAVOR of full identification ala a VACCINE PASSPORT of some sort -- need to work out details with participating U.N. countries !!! GOOD idea -- time to enact it for the PUBLIC GOOD.  Now.',0,0,1
2021-06-23 18:54:37,b'@Snehal_Shimpi You can now link your passport number with your vaccine certificate on COWIN portal. I just now did mine.',0,0,1
2021-06-23 18:54:20,"b'@tomselliott @PeteButtigieg What is a ""vaccine passport""?'",0,1,1
2021-06-23 18:52:20,"b'And the #BananaRepublicans complain that a vaccine passport is too Big Brother.Florida is bat crazy. My neighbors just sold their house after a couple years to move to Florida because ""you don\'t have to wear a mask or get vaccinated"".Can we move Trump\'s wall around Florida? https://t.co/rmxTCB49QU'",0,0,0
2021-06-23 18:52:15,"b'@CitImmCanada Is it important for students to connect there vaccine certificate with passport ,as in india many of the student have connected there vaccine certificate with other id proofs??????'",0,0,0
2021-06-23 18:51:15,b'@AndreiManko Because science .. why are you asking questions just take the vaccine and get your vax passport and pressure kids to get it..its simple https://t.co/ggxDIYOof3',0,0,1
2021-06-23 18:47:27,"b'Vaccine Passport Scam Alert\nEmails impersonating NHS, regarding Covid vaccine passport.  Subject We are happy to introduce Digital Coronavirus Passports \nClicking the Get Digital Passport link takes you to a convincing FAKE NHS website asking for personal &amp; payment details'",2,1,0
2021-06-23 18:43:29,"b'@RepEspaillat @TheDemCoalition We also need to 1. join the global vaccine passport system.  2. Revise the 1st amendment and illegalize hate speech, and misinformation. 3. Abolish the second amendment 4. Give every individual a CO2 budget.'",0,0,1
2021-06-23 18:40:44,b'No to the vaccine passport https://t.co/wnrTvJYSnF',0,1,0
2021-06-23 18:36:34,b'Ron DeSantis agrees:\n\nAlan The State Can Plunge A Needle In Your Arm Dershowitz\n\nhttps://t.co/FzcAS3C5W7 https://t.co/YUG9Btoyzn',0,0,0
2021-06-23 18:35:24,"b'@noddynoo @Tel0072000 I am really not bothered about the ""passport"" what else would I be offered for having the vaccine?'",0,1,1
2021-06-23 18:35:10,"b'This Times piece is a few days old, but annoyed me enough to tweet about it. \n\nMedia framing of issue  ""tourists to travel abroad"", "" the return of quarantine-free holidays"", etc.  totally ignores Covid impact on tens of thousands of families. \n\nhttps://t.co/U5HbGGJvB6'",0,2,0
2021-06-23 18:34:29,b'Kick out the dirty facist who voted for vaccine passport!!! https://t.co/F7iZcXohaw',0,0,0
2021-06-23 18:32:19,"b""Vaccine passports will arrive in Canada for international travel. The choice for the federal government now is if they want it to be in an easily used internationally recognised 'vaccine passport' developed with our international partners or a messy burdensome paperwork process.""",0,0,0
2021-06-23 18:31:30,"b'@bluebabenoh @bimmerella @lisamurkowski Unfortunately other than CA, the Federal &amp; state govts have no official systems for records. All I have is what Publix handed me as a passport, easily copied/modified if someone had the means (photoshop). Yes, its all a travesty. We need more vaccine oversight, less GQP BS.'",0,0,1
2021-06-23 18:30:03,b'Warning as NHS email about digital coronavirus passport circulates in new scam  https://t.co/ztqE0cJrX3',1,2,0
2021-06-23 18:28:20,b'@AlexBerenson Vaccines arent killing anyone. Its cuz of people like you that we need a global vaccine passport system so we can know whos vaccinated and whos not. People need to be safe for everything to return to normal.',0,0,1
2021-06-23 18:25:04,"b""@Truthseeker1985 I hope that's a lie - wouldn't be surprised. 80% might make the vaccine passport unworkable.  Even so I see everyone around me taking it.  9 out of 10 seems realistic to me.""",0,1,1
2021-06-23 18:24:01,b'@thereclaimparty @LozzaFox Medical treatments such as vaccines have been required for many things for decades. Travel &amp; school primary.\n\nBe good if the world could agree on a Covid vaccine passport. Our medical provider has ours on our web record that we can access &amp; show on a phone.',0,0,1
2021-06-23 18:22:54,b'Republicans: A vaccine passport steals my FREEDOM to travel!!!\n\nAlso republicans: Close the border!!!!\n\n',0,0,0
2021-06-23 18:22:28,b'The EU Vaccine Passport To Force Chinese Away From Europe? https://t.co/ZJIWbCzoef via @YouTube',0,0,0
2021-06-23 18:19:24,b'@dondarlingSJ @thewrightpage @HadeelBIbrahim @dondarlingSJ  say NO to vaccine passport DON. You be promoting a two tiered society. A segregated world. Is this something you support? I hope not. PEI pass already has a vaccine passport and NS trying to do the same. Dont let it happen here in NB.',0,0,1
2021-06-23 18:18:22,b'@Thomas27Hoad @joyceeiri @CP24 @BogochIsaac @JustinTrudeau They cant make an announcement until the provinces agree to share their data with them.\n\nThats what the vaccine passport is all about. \n\nFeds cant move until provinces get on board.\n\nhttps://t.co/JNwEk6wKTj',0,0,1
2021-06-23 18:17:33,b'@thewrightpage @HadeelBIbrahim f6ck. your vaccine passport question!!!!',0,0,1
2021-06-23 18:16:34,b'Add passport option is back on cowin portal Watch video\n#vaccine #vaccinecertificate #passportlink\n#Vaccinated \n\nhttps://t.co/sJtZZlyzhn https://t.co/u24aAZBMt1',0,0,0
2021-06-23 18:16:00,b'And no vaccine passport required! https://t.co/jgRFSaQTIf',1,3,0
2021-06-23 18:13:18,"b""@pitzwang @alex_brian92 @noddynoo You have been conned so what, I've had my two jabs and Im one of the unfortunate getting the virus it won't be as bad according to the Data on the Vaccine, and I don't need a passport as I no intention off Leaving beautiful Scotland.""",0,0,1
2021-06-23 18:12:35,"b'DeSantis Speaks With Forked Tongue:  Check Out What\'s In His ""Anti-vaccine Passport"" Law https://t.co/IB55wSwwQf'",0,1,0
2021-06-23 18:11:52,b'@terrorhousemag Vaccine and Passport in one.',0,1,1
2021-06-23 18:11:13,b'Thread:\nVaccine Passport Guru  Tony Blair and Labours chequered past with Pedophilia\nhttps://t.co/8elV43Lvt9',1,4,0
2021-06-23 18:11:11,"b""@dancingastro The fact that they just didn't enforce a vaccine passport is ridiculous. Smh""",0,0,1
2021-06-23 18:10:17,b'Just in Meet ArriveCAN: How To Use Canadas Vaccine Passport When The Border Finally Reopens https://t.co/kNtpS23Yn2 via @AJBCSurveys #trending #breakingnews https://t.co/f5bqpFUZ4I',0,0,0
2021-06-23 18:09:46,"b'Ron DeSantis: We believe in freedom so much, no one will be required to produce a vaccine passport. But, you will have to disclose your personal beliefs in order to work in public education.'",0,1,0
2021-06-23 18:08:24,b'@__GREATGAZOO @joyceeiri @CP24 Except that AZ&amp;mRNA is already recognized and EU states are already updating their requirements for fully vaccinated travellers to include other heterologous vaccine schemes to include mRNA combinations.\n\nhttps://t.co/KLbxjlgaY1',0,2,1
2021-06-23 18:04:54,"b'@nypost If anyone needs a fake vaccine passport, hmu'",0,1,1
2021-06-23 18:03:51,"b'Nurse: dont lose this, its basically your vaccine passport\nMe: drops it in a puddle the minute I leave the vaccination centre  https://t.co/KgnJDFdT8l'",0,6,0
2021-06-23 18:00:02,"b""@RoyalCaribbean I'm so freaking excited!  we r going back to cruise. Unfortunately Florida governor doesn't  know  what there r doing. hello cruise  should have a vaccine passport .  i was looking to leave nyc  area  I do have my vaccine passport.""",0,0,0
2021-06-23 17:58:49,"b""@Forbes I'm ready. I have my passport in hand and two shots of vaccine in my arm.""",0,0,1
2021-06-23 17:54:52,b'@MoHFW_INDIA @PMOIndia @drharshvardhan @AshwiniKChoubey @PIB_India @mygovindia @COVIDNewsByMIB @CovidIndiaSeva @DDNewslive @airnewsalerts @ICMRDELHI Sir\nI am Mohammad Irfan Khan\nI had taken covishield 1 dose vaccine on driving license but now the problem is i need to change my first dose certificate on passport to travel to saudi arabia. please do something for me\nThank you for your attention and support.',0,0,1
2021-06-23 17:52:38,b'Sir I am not able to link my passport to vaccine certificate. Getting an error that ur request has been denied and not able to raise another request. please look into the matter.  #CovidIndiaSeva #CowinPortal',0,0,0
2021-06-23 17:52:31,b'@drharshvardhan @MoHFW_INDIA @PMOIndia @narendramodi @BJP4India @JPNadda @AmitShah @AyushmanNHA @moayush @PIB_India @PIBHindi Sir\nI am Mohammad Irfan Khan\nI had taken covishield 1 dose vaccine on driving license but now the problem is i need to change my first dose certificate on passport to travel to saudi arabia. please do something for me\nThank you for your attention and support.',0,0,1
2021-06-23 17:52:05,"b""Here's how to use Canada's vaccine passport when the border family finally reopens: https://t.co/aze2oyxfDx https://t.co/w9RsrKq3Ld""",8,60,0
2021-06-23 17:50:23,"b'@tombrodbeck And they said there would never be a vaccine passport  yet here we are. Some minimum wage restaurant employee tasked with asking for yet more personal information of their patrons. Also, do patrons get proof then that the employee is fully vaccinated?'",0,3,1
2021-06-23 17:48:45,b'@TheJackForge Did you have to bring your vaccine passport #id https://t.co/fuHHtZesyV',0,1,1
2021-06-23 17:43:37,"b'@ColinDMello Schools k-6 need to be addressed for Sept.\n\nAlso, moving too fast runs risk of less uptake for 2nd dose, as seen in other countries.\n\nAdditionally, push should be for a vaccine passport. If people make decision to not get vaccinated, they can also skip sports, concerts etc.'",0,9,1
2021-06-23 17:42:51,"b'@apeykins @Tim_Bousquet If not now, when? There needs to be a balance, the rest of Canada has seen dramatic drops in number of cases. Canada also needs to have a vaccine passport program, which would allow people to move freely, and also encourage people who are hesitant to get the vaccine.'",0,1,1
2021-06-23 17:41:53,"b'@Jim_Jordan Who is it that wants to see your vaccine passport? And how are those kids doing, Gym? You know, the ones whose sexual assaults you ignored...'",0,0,1
2021-06-23 17:37:54,"b'Its to the point where they will force what they want to do, this include taking away your freedom, restricting you from normal life without a vaccine passport  #TrudeauCorruption I no longer support Canadian government or policy, I stay with my own power and no longer caged'",0,0,0
2021-06-23 17:36:29,b'Fraud vaccine passport links ',0,1,1
2021-06-23 17:35:37,b'I corrected to add passport details on my vaccine certificate but it was canceled but trying again today it is not happening telling me that you have done it before though I did customer care about it.  I also talked to him and he said that it has happened due to some errors.',0,0,0
2021-06-23 17:33:43,b'@VALC_O__ Just Googled it and found this \n\nhttps://t.co/m98EehlVGV',0,3,1
2021-06-23 17:33:35,"b'Really, not a vaccine passport!?\nhttps://t.co/uusIak9BOm'",0,0,0
2021-06-23 17:33:17,"b'@FordTurnerMCall ""...calls amended vaccine passport bill dangerous...""\n\nThat\'s why the Republicklan Rats want it. In addition to being violent terrorists, they\'re also bio-terrorists.'",0,0,1
2021-06-23 17:32:28,"b'@Jeffrey__Goines He sure is.  Tonight he was describing the vaccine passport which has now been rolled out, having previously said this: https://t.co/bErYRt5hif'",0,0,1
2021-06-23 17:29:31,"b""Naw ye cannae, if I get tickets for the euros I'll need one\nGet the finger out\n\nhttps://t.co/3OCUCg7Vjs""",0,0,0
2021-06-23 17:29:26,"b'@seafarers_help Thanks Sir, Now cowin portal is working And my final vaccine certificate is updated as per my passport Number ..'",0,1,1
2021-06-23 17:27:05,b'Compromise in 2021 would be needing to show your vaccine passport to vote. Never compromise. Plan B is to get Plan A to work. https://t.co/j01AD80EHB',13,49,0
2021-06-23 17:26:04,b'@richard27451224 Question... whats the status of the vaccine passport over there?',0,0,1
