"","text","word_scores","compound","pos","neu","neg","but_count"
"1095"," Getting to play in the NFL was probably his dream. Now hell toss it all away. Some college kid be more than happy to take vaccine &amp; play in the NFL","{0, 0, 0, 1.4, 0, 0, 0, 0, 0, 0, 1, 0, -3.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.97835, 0, 0, 0, 0, 1.4, 0, 0, 0}",0.634,0.254,0.637,0.109,0
"1096","If you did coke or smoked weed in college, you probably shouldnt use the argument Im not putting that in my body because I dont know whats in it if youre referring to the vaccine","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.276,0.058,0.942,0,0
"1097","   ~a 1/3 of HS &amp; college athletes who got covid last year got myocarditis. Thats *way* more than the % who developed it after vaccine. So yes, lets talk about risk assessment.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.993, 0, 0, 0, -1.1, 0}",0.225,0.083,0.859,0.058,0
"1098","   I remember having to show proof of vaccination when I applied to teachers college. I also needed a negative TB test when I applied for jobs. My kids needed updated vaccine cards when enrolled in school. How is this different?","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.572,0,0.915,0.085,0
"1099","Center: BMCC-DEENANATH HOSPITAL PVT (BMCC COLLEGE SHIVAJINAGAR PUNE, Haveli, Pune, 411004)Date: 19-06-2021Age Limit: 45Available Capacity: 49Vaccine: COVISHIELDSlots: , 11:00AM-01:00PM, 01:00PM-03:00PM, 03:00PM-05:00PM, 05:00PM-06:00PM","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"1100","Oh, \Merica\ .... sighThose who are most hesitant to get the coronavirus vaccine include white evangelicals, Republicans, rural Americans, young adults and those without college degrees. ","{0, 0, 0, 0, 0, 0, 0, -1.293, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.317,0,0.916,0.084,0
"1101","    Sir I humbly request you to look into the vaccine shortage matter and help us in getting our 2nd dose of Covaxin on or before 21 June. We have taken our 1st dose on 10th May in Diphu Girls College, Diphu(Karbi Anglong).","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0.1, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.202,0.083,0.873,0.044,0
"1102","  How is getting a vaccine not living? Also, he should ask his parents if he had EVERY OTHER VACCINE required to enter local school and college","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"1103"," Pushing this vaccine that is NOT safe for some people who dropped dead in front of the person giving the vaccine! Are you serious enticing our young adults with college tuition? And if they died, how can you justify the death? What retribution","{0, 0, 0, 0, 0, 0, 0, -1.406, 0, 0, 0, 0, 0, -3.3, 0, 0, 0, 0, 0, 1.4, 0, 0, 0, 0, -0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.6, 0, 0, 0, 0, 0, -2.9, 0, 0}",-0.929,0.042,0.672,0.286,0
"1104","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 1,416,Dose2 Capacity: 420,393,Dates Available: 20-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"1105","I just dont understand why everyone treats this vaccine so much more different than every other vaccine we are REQUIRED to have to go public schools and college and what not lol ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.739}",-0.41,0,0.919,0.081,0
"1106","    ",NA,NA,NA,NA,NA,NA
"1107","Those who are most hesitant to get the coronavirus vaccine include white evangelicals, Republicans, rural Americans, young adults and those without college degrees. ","{0, 0, 0, 0, -1.293, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.317,0,0.906,0.094,0
"1108","NGL, I feel kinda like a chump. Here I was getting the vaccine because I wanted to be protected and do the right thing, when I could have gotten like a chance for a sweet 1M or college tuition or idk a free metrocard. Lol","{0, 0, 0, 0, 1.207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, -0.4, 0, 2.3, 0, 2.35}",0.951,0.334,0.642,0.024,0
"1109","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 1,417,Dose2 Capacity: 423,395,Dates Available: 20-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"1110","This comes after faculty and student government groups urged the university to require the vaccine. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"1111"," Unethical bribery. Check out the lottery drawing prizes in West Virginia. Rifles, shotguns, custom outfitted trucks, college scholarships ","{0, -2.3, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.077,0.129,0.73,0.142,0
"1112"," He can do what he wants but If my kid has to get a vaccine to go to college he should need one to play.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1}",0.477,0.11,0.89,0,1
"1113"," my daughter is about to enter her senior year at one of these private colleges. Were currently fighting the vaccine requirement. How do we join and/or support this effort? Her college is also having a zoom meeting about this on Thursday.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.5, 0, 0, 0, 0, 0, 0, 1.2, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.34,0.106,0.841,0.054,0
"1114","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 1,420,Dose2 Capacity: 423,396,Dates Available: 20-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"1115","Center: BMCC-DEENANATH HOSPITAL PVT (BMCC COLLEGE SHIVAJINAGAR PUNE, Haveli, Pune, 411004)Date: 19-06-2021Age Limit: 45Available Capacity: 48Vaccine: COVISHIELDSlots: , 11:00AM-01:00PM, 01:00PM-03:00PM, 03:00PM-05:00PM, 05:00PM-06:00PM","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"1116"," One college aged employee quit. I wholeheartedly support the vaccine mandate. We should not be giving idiots the spotlight. How about all the other employees who probably did a sigh of relief. And there should be no exceptions for religious reasons. Thats a false crutch. ","{0, 0, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, -1.036, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0, 2.1, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0}",0.395,0.132,0.786,0.081,0
"1117","Pleased to speak to faculty and students at Deen Dayal Upadhyaya College University of Delhi, on 23.06.2021 at 3.00 PM, Universal Access to Vaccine and Global Politics ","{1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.44,0.1,0.9,0,0
"1118","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 4,420,Dose2 Capacity: 423,395,Dates Available: 20-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"1119","      Myocarditis in younger age groups is occurring at less than 1 in 100,000 from the vaccine, and the inflammation subsides quickly on its own. By contrast, the Big Ten and PAC 12 last year found myocarditis in 1 in 8 college athletes testing positive for Covid, and lasting longer.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.6, 0, 0, 0, 0, 0}",0.557,0.068,0.932,0,0
"1120"," yes...idc because Im going back to college in August and I know a lot of people who have exemptions from taking the vaccine","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"1121","  Working at Methodist Hospital in Houston was my first job out of college. I had to get a series of vaccinations to stay employed. The only one that was optional was the Hep vaccine but I also wasnt in a unit that had a high chance of dealing with blood. This isnt different.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0, 0, 0, 0}",0.361,0.045,0.955,0,1
"1122","Imagine getting the vaccine the same week as college is done for the year  guess who gets to enjoy summer","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2, 0}",0.494,0.144,0.856,0,0
"1123","Albion College offering year of free tuition to a student who gets COVID-19 vaccine ","{0, 0, 0, 0, 0, 2.3, 0, 0, 0, 0, 0, 0, 0, 0}",0.511,0.202,0.798,0,0
"1124","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 1,424,Dose2 Capacity: 424,396,Dates Available: 20-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"1125"," So sorry to hear about your experience. Young people have been left behind throughout Covid &amp; many are waiting on vaccine to restart their lives , its completely unfair. Also bonkers to expect college to resume in Sept without 18+ students being protected in some way","{0, 0, -0.593, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.393, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0}",-0.27,0.056,0.848,0.096,0
"1126"," This is why ppl entering college are required to get a Meningococcal vaccine. My friend ran MSUs Residence Life pgm at the time. Huge crisis! ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2, 0, 0, 0, 0, 0, 0, 0, 0, 1.3, -3.1}",0.176,0.176,0.699,0.125,0
"1127","   I was in my 30s in college and didn\t have access to my medical records as a kid as well. They had me sign a waiver that said that I take the risks of being on campus without a vaccine, and agree to isolate if there\s a breakout. Thankfully I never had to isolate.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.1, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, -0.8, 0, 0, 0, 0, 1.8, 0, 0, 0, 0, 0.592}",0.624,0.145,0.792,0.063,0
"1128","LSU Board of supervisors asks State of Louisiana to include a Covid-19 vaccine to list of required shots for students to attend college! Will the state agree? #bbn #COVID19 #CovidVaccine #LSU #Louisianacovid ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0, 0}",0.42,0.083,0.917,0,0
"1129","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 0,412,1,422,Dose2 Capacity: 376,352,426,398,Dates Available: 19-06-2021,20-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"1130","Vaccine Scam: #Mumbais Aditya College Alleges Scam On Campus; Complaint Filed | HW English #AdityaCollege #Borivali #COVID19 #Featured #India #KokilabenHospital #VaccineScam ","{0, -2.7, 0, 0, 0, 0, -2.7, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.862,0,0.652,0.348,0
"1131","The same with my family of 5 (including my college age granddaughter) we have a confirmed western brand vaccine (one of the most efficacious &amp; trusted) thru private corporation procurement; just awaiting advise of jab date. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3637, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.521,0.088,0.912,0,0
"1132","When will school open?, Will I get promoted?, Will I be able to go to college?, Can I get the vaccine even if I am not 18 years old?  these are some questions Samadrita Chowdhury, one of the 20 social workers who are part of our #ConnectKaro initiative, are facing. (1/2) ","{0, 0, 0, 0, 0, 0, 0, 1.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.58,0.07,0.93,0,0
"1133","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 1,412,0,425,Dose2 Capacity: 376,352,427,399,Dates Available: 19-06-2021,20-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"1134","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 1,414,0,425,Dose2 Capacity: 376,352,427,399,Dates Available: 19-06-2021,20-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"1135","about to leave for college. then his best friend story goes to the mom who flashes back to being an Indian immigrant in the US but is surrounded by cute star wars characters and shit. BRO Im so high off this vaccine wtf","{0, 0, -0.1, 0, 0, 0, 0, 1.6, 1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, -3.9, 0, 0, -3.9, 0, 0, 0, 0, 0, 0, 0, -4.2}",-0.856,0.143,0.592,0.265,1
"1136","Mumbai COVID-19 Vaccination Scam: Aditya College in Borivali Complains of Fake Coronavirus Vaccine Drive#Mumbai #Covid19 #Coronavirus #AdityaCollege #vaccinescam#Maharashtra #COVIDVaccination  ","{0, 0, 0, -2.7, 0, 0, 0, 0, -1.6, 0, -2.1, 0, 0, 0, 0, 0, 0, 0, 0}",-0.856,0,0.63,0.37,0
"1137","Get your vaccine today at Bradford College for over 18s or Jacobs Well Car Park if you are over 40.Our iwalkers are in the city to provide information about the vaccination centres open this weekend.Check out the timetable here: ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.273,0.052,0.948,0,0
"1138","Took my first dose of the COVID-19 vaccine at Raj College Sonepur ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"1139","#VToo: Now, Mumbai college complains of Vaccine scam ","{0, 0, 0, 0, -1.6, 0, 0, -2.7}",-0.743,0,0.488,0.512,0
"1140","#MiddayNews Now, #Mumbai #college complains of #vaccinescam          ","{0, 0, 0, 0, -1.6, 0, 0}",-0.382,0,0.698,0.302,0
"1141","#VToo: Now, Mumbai college complains of Vaccine scam#VToo #MumbaiCollege #Mumbai #College #VaccineScam #Vaccine #Vaccination #CoronaVaccine #CovidVaccine","{0, 0, 0, 0, -1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.382,0,0.852,0.148,0
"1142","A #MumbaiCollege on Saturday claimed it may have been #cheated in a #VaccinationDrive on it campus, conducted by an event management company earlier this month.#Mumbai  #VaccinationDrive #VaccineScam","{0, 0, 0, 0, 0, 0, 0, 0, 0, -2.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.511,0,0.887,0.113,0
"1143","I think there will be workplace imposed mandates in the US.Research from Imperial College London published Thursday found the prevalence of Covid-19 in England is increasing exponentially, driven by younger age groups that havent been vaccinated.","{0, 0, 0, 0, 0, 0, -0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.077,0,0.964,0.036,0
"1144","          #Reopencolleges PLEASE OPEN COLLEGE INSTITUTE WITH VACCINE CERTIFICATE AND MASK     ","{0, 0, 2.033, 0, 0, 0, 0, 0, 0, 0, 0}",0.465,0.233,0.767,0,0
"1145","Havent had your COVID-19 vaccination yet? If you are aged 18 plus you can go to walk in to Bradford College on Saturday or Sunday between 9am and 6.30pm.Vaccine is suitable for 18 and over. First and second doses. The full schedule of drop ins is here: ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.1, 0, 0, 0}",-0.273,0,0.956,0.044,0
"1146"," Just a couple of questions. 1. Did you get the MMR vaccine as a child? 2. Did you get the mandatory meningitis vaccine prior to going to college? 99% sure you did so why is this different? Why is this vaccine so politicized and different than those?","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.551,0.09,0.91,0,0
"1147","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 0,415,1,434,Dose2 Capacity: 377,353,430,399,Dates Available: 19-06-2021,20-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"1148"," Thank God people like you werent around when the polio vaccine came out. And smallpox. Obviously you were on the jock courses in college.","{0, 1.5, 1.1, 0, 1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.727,0.244,0.756,0,0
"1149","I understand the jab (vaccine) is still experimental,  in Canada the College of Physicians &amp; politicians have banned the use of Ivermectin for the treatment of COVID-19. Peru, Mexico, India provided to citizens and decimated COVID-19. Seems they all should be charged with murder.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.8, 0, -3.7}",-0.859,0,0.812,0.188,0
"1150","  Meet the Ohio vaccine lotterys $1 million winner: A 22-yr-old who thought it was a prank. More than 2.7 million Ohioans entered to win $1M in the lottery. The lottery also offers a full-ride scholarship to college for children ages 12 to 17. ","{0, 0, 0, 0, 0, 0, 0, 0, 2.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.822,0.153,0.847,0,0
"1151"," Matt, I respect everyones opinion, even if w dont agree.  Im not anti vax.  I want it to be 100% safe though. If it isnt it shouldnt be forced.  Justin Harrington a college student out of New Jersey had heart inflammation after receiving the vaccine.    1/","{0, 0, 0, 2.1, 0, 0, 0, 0, 0, 0, -1.11, 0, 0, 0.962, 0, 0, 0.3, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 1.48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.824,0.214,0.747,0.038,0
"1152","  Not really. Someones beliefs in politics or religion wont give them a virus that can kill them. Covid does that. Vaccine prevent that. Coles had a number of vaccinations to go to school and college, so wheres all the detrimental affects then?","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3.7, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.649,0.051,0.849,0.1,0
"1153","More than 3 out of 4 (76%) U.S. adults with at least a bachelors degree have already been vaccinated or plan to be, compared to just over half (53%) of those without a college degree. You dont say?","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"1154","19-Year-Old College Freshman Dies From Heart Problem One Month After Second Dose of Moderna Vaccine.","{0, 0, 0, 0, 0, 0, -1.7, 0, 0, 0, 0, 0, 0, 0, 0}",-0.402,0,0.838,0.162,0
"1155","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 0,414,1,438,Dose2 Capacity: 375,343,430,403,Dates Available: 19-06-2021,20-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"1156","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 0,414,15,440,Dose2 Capacity: 375,339,430,402,Dates Available: 19-06-2021,20-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"1157","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 0,414,83,442,Dose2 Capacity: 376,338,431,402,Dates Available: 19-06-2021,20-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"1158","Very interested in what all the NFL guys who needed tutors to pass basic beginner college &amp; high school courses will do with all the vaccine facts &amp; data they need to see. Like dogs trying to read Infinite Jest.","{0, 1.993, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0, 0, 0}",0.67,0.126,0.874,0,0
"1159","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 0,414,146,443,Dose2 Capacity: 377,337,431,401,Dates Available: 19-06-2021,20-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"1160","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 0,414,215,443,Dose2 Capacity: 379,337,431,401,Dates Available: 19-06-2021,20-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"1161","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 0,414,287,442,Dose2 Capacity: 379,339,431,401,Dates Available: 19-06-2021,20-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"1162","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 0,414,356,443,Dose2 Capacity: 381,339,432,402,Dates Available: 19-06-2021,20-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"1163","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 0,414,401,446,Dose2 Capacity: 381,340,432,401,Dates Available: 19-06-2021,20-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"1164","Fighting Stigma :  Rohingya refugees struggle for vaccine in COVID-hit India: We have a team of doctors that comes every day to check the health of inmates, he said. A physician at the Government Medical College in Kathua said... ","{-1.5, 0, 0, 0, 0, -1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.586,0,0.885,0.115,0
"1165","  I dont think it s a secret that some folks find COVID-19 political. Especially if Beasley doesnt want the vaccine. Blink doesnt bring up politics, but its a sensitive topic for an account that covers how OU dominates the rest of college football.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, 0, 0, 0, 0}",0.049,0.029,0.946,0.025,1
